mode,question_hash,ts,question_text,computed_answer,chosen_option,correct
runtunan,16f96dc6b85e87b7fddc17535ce533fd978b068dd14c0d30e6c3151aa786eb20,2025-08-24T04:56:32.786790Z,"p <- 8
q <- 3
cetak (p)
q <- p - q
cetak (q)
Apa yang tampil di layar?",,8 5,True
runtunan,c8bf689aba244e38f7bff0f09d4b4dcfe476f559750848150bd937cddd4ecf20,2025-08-24T04:56:33.177006Z,"m <- 5
n <- 3
cetak (m+n)
m <- m * n
cetak (m)
Apa yang tampil di layar?",8 15, 8 15,True
percabangan,0240d80ea846a4a291c410e45af38b75d75706a4bad9fdec3580962e461a80b3,2025-08-24T04:56:33.645614Z,"m <- 12
n <- 3
IF m / n < 5 THEN {
cetak(m - n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",9 15,4,False
percabangan,902a22a1099540ec8ae2444405c5c11d7b6a71b56b94d26b9d082681fee3a5a7,2025-08-24T04:56:34.538449Z,"a <- 6
b <- 9
IF a < b THEN
cetak(b - a)
ELSE
cetak(a - b)
Apa yang tampil di layar?",,3,True
runtunan,8cb1d25c6076c362b63a21589fc698a8add5b5c5106a23c6f593fad891413966,2025-08-24T04:56:34.549411Z,"kursi <- 10
lampu <- 5
cetak (kursi - lampu)
kursi <- kursi + lampu
cetak (kursi)
Apa yang tampil di layar?",5 15, 5 15,True
runtunan,a2e0a8a314458e4a704932e1c40fa05570b9c243d5d6f42f472a468599a92e08,2025-08-24T04:56:36.414011Z,"k <- 9
l <- 5
cetak (k)
k <- k - l
cetak (k)
l <- l + k
cetak (l)
Apa yang tampil di layar?",,9 4 9,True
percabangan,7e6403d3f3ca6ede196797b5b903ead224c57f8b066e68c1f3f4f217d8cb50a6,2025-08-24T04:56:36.423067Z,"a <- 12
b <- 15
IF a > b THEN
cetak (a - b)
ELSE
cetak (b - a)
Apa yang tampil di layar?",,3,True
percabangan,de6489d2973a2273894efbbb2462706b44c8577a0b69d82fcdd46c92e38918a1,2025-08-24T04:56:36.656284Z,"a <- 6
b <- 6
IF a + b = 12 THEN
cetak (a * b)
Apa yang tampil di layar?",,36,True
runtunan,14087c6a525557ff12b675cfa4736597c9d49bf00b0d62c7b4c2625cd772d4d5,2025-08-24T04:56:37.029805Z,"piring <- 4
gelas <- 7
cetak (piring)
cetak (gelas)
cetak (piring * gelas)
Apa yang tampil di layar?",,4 7 28,True
percabangan,79cc957c9795c0c9f2c40b0ae2536886cc60a4557a709d31e3947f5a65d46da4,2025-08-24T04:56:38.093403Z,"p <- 8
q <- 2
IF p * q = 16 THEN
cetak (p + q)
Apa yang tampil di layar?",,10,True
percabangan,88063eebabf5ab870b853628eafd8320e45356f7bea90974a04a46444173131c,2025-08-24T04:56:38.259203Z,"x <- 8
y <- 3
IF x > y THEN {
cetak(x)
} ELSE {
cetak(y)
}
Apa yang tampil di layar?",,8,True
runtunan,1b66457f9362a0bdbf4e7e449efcfc967beee360d58480b5a799a44a52728199,2025-08-24T04:56:38.450071Z,"x <- 20
y <- 10
cetak (x-y)
y <- y*2
cetak (y)
Apa yang tampil di layar?",,10 20,True
runtunan,a4cb415186d9ecd0e4aaec704a7f9c45eb3fc4f61617f1b772c2e26e6646b2ce,2025-08-24T04:56:39.314752Z,"k <- 6
l <- 3
cetak (k * l)
k <- k - l
cetak (k)
Apa yang tampil di layar?",18 3, 18 3,True
percabangan,1ef4f45b4be3912888637207acbe910bb30b12d06be9f62e6bfd1f01b78aa698,2025-08-24T04:56:39.745501Z,"p <- 8
q <- 12
IF p > q THEN
cetak(p - q)
ELSE
cetak(q - p)
Apa yang tampil di layar?",,4,True
percabangan,fb22fef76ecc032b4360c8c802dc169ece622ce576b811baed73efa14ce07828,2025-08-24T04:56:39.929504Z,"p <- 11
q <- 11
IF p = q THEN {
cetak (p)
cetak (q)
cetak (p + q)
}
Apa yang tampil di layar?",,11 11 22,True
runtunan,670dadaf52959cc5203b8970b09e254fe18fb1f7abfb9041f63266fba9619d26,2025-08-24T04:56:40.043012Z,"lampu <- 6
meja <- 3
cetak (lampu + meja)
cetak (lampu)
Apa yang tampil di layar?",,9 6,True
runtunan,a8e1a73d461253ae6c4bf74ba92d9ba6444bad0c1ef86ec73fa338d812b7f6fe,2025-08-24T04:56:41.511783Z,"m <- 7
n <- 3
cetak (m - n)
n <- n + 4
cetak (n)
Apa yang tampil di layar?",4 7, 4 7,True
percabangan,bfec09e1d939baddcd79988b631f2171728ec8cab8baab6f6ff9ab8716e3e71b,2025-08-24T04:56:41.651430Z,"x <- 2
y <- 5
IF x < y THEN {
cetak (x)
cetak (y)
cetak (y - x)
}
Apa yang tampil di layar?",,2 5 3,True
runtunan,fb84660f0c77f5400b2af0fc447e28a4d5226e970e6a345b3e068bf0b4a32c76,2025-08-24T04:56:42.135995Z,"p <- 5
q <- 9
cetak (q - p)
p <- p * 2
cetak (p)
Apa yang tampil di layar?",,4 10,True
percabangan,fe082c34e3cbb3e52d25f717ff4d790abab190736aff420013ff1c15d6fbdcf9,2025-08-24T04:56:42.323184Z,"a <- 3
b <- 7
IF a > b THEN
cetak(a)
ELSE
cetak(b)
Apa yang tampil di layar?",,7,True
percabangan,4452440dab2eb662cd02a328820182787195c05f20be54d9558a80aebea69869,2025-08-24T04:56:43.274335Z,"m <- 3
n <- 9
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",,3.0,True
runtunan,2cccc81c8b175c3699ae1de7afb38b07c6023c3de267a48921aef56b8be310b4,2025-08-24T04:56:43.542882Z,"r <- 7
s <- 4
c <- r + s
cetak (c)
s <- s * r
cetak (s)
Apa yang tampil di layar?",,11 28,True
runtunan,e168df02976abad6178d44f82a24c1ea02235cbfc3b50cd04a2ec439c329b64d,2025-08-24T04:56:43.629555Z,"bola <- 2
meja <- 7
kotak <- bola + meja
cetak (kotak)
bola <- kotak - meja
cetak (bola)
Apa yang tampil di layar?",,9 2,True
percabangan,6feee16e7722735e390a85bf733c36304bee2e45ed254cb8bc87500f0808180e,2025-08-24T04:56:44.537723Z,"x <- 14
y <- 9
IF x < y THEN
cetak (y)
ELSE
cetak (x)
Apa yang tampil di layar?",,14,True
runtunan,c2c9a53fcc064b3cc3bcb14566701f2f7ac64917784c22fab0d3bd5521ada1a7,2025-08-24T04:56:45.463442Z,"kursi <- 3
lampu <- 6
cetak (lampu - kursi)
kursi <- kursi + lampu
cetak (kursi)
Apa yang tampil di layar?",,3 9,True
percabangan,8cf5b018ec2f4038859fcb1963fae7cf1af23947328fac5d4921d3f4e7df0585,2025-08-24T04:56:45.483870Z,"a <- 6
b <- 2
IF a > b THEN {
cetak(a * b)
}
cetak(a + b)
Apa yang tampil di layar?",,12 8,True
runtunan,a0345faf37b4b80522439990c781e90eb339802f34ed9348aae0081af4d18c94,2025-08-24T04:56:45.519101Z,"p <- 8
q <- 2
r <- p / q
cetak (r)
q <- q + r
cetak (q)
Apa yang tampil di layar?",,4 6,True
percabangan,68fd144c0290d070821b85f18137faa5e256df0a254572780006204bac23baa8,2025-08-24T04:56:46.703010Z,"x <- 5
y <- 2
IF x * y > 8 THEN
cetak (x + y)
Apa yang tampil di layar?",,7,True
percabangan,7ce506ed0fe8bb9581e34bcd0141fa3f9970e0075b5dcf144cac5accd995392d,2025-08-24T04:56:47.331435Z,"a <- 11
b <- 6
IF a > b THEN {
cetak (a)
cetak (b)
cetak (a - b)
}
Apa yang tampil di layar?",,11 6 5,True
runtunan,5fff405a326795da0f6820b8725572fa1c2214a264886e5952335035d7eb3adf,2025-08-24T04:56:47.536713Z,"a <- 2
b <- 3
c <- a*b
cetak (c)
a <- c-a
cetak (a)
Apa yang tampil di layar?",,6 4,True
runtunan,a120842e28a26aa56f2a33422e05f86cbf96bfcd36cf6f8c08b5b7d21e003e20,2025-08-24T04:56:48.098200Z,"x <- 5
y <- 7
cetak (x + y)
y <- y - x
cetak (y)
Apa yang tampil di layar?",,12 2,True
percabangan,73b054b03b76591be0fc600774f7f3b2d880c160a268f84f1b67860e9aa649f8,2025-08-24T04:56:48.447691Z,"a <- 8
b <- 5
IF a + b > 10 THEN {
cetak(a - b)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",,3,True
runtunan,1aa647accf0b9194436c4168aaa37e1a594f84257ce4b04b028562183a1f325f,2025-08-24T04:56:49.361881Z,"a <- 5
b <- 2
c <- a - b
cetak (c)
a <- c * b
cetak (a)
Apa yang tampil di layar?",,3 6,True
percabangan,78c3b2eaa97c1bc29fe72de10053257db4d37f56dbf36800d88dbf696218b32c,2025-08-24T04:56:49.984633Z,"p <- 8
q <- 2
IF p * q = 16 THEN {
cetak(p - q)
} ELSE {
cetak(p + q)
}
Apa yang tampil di layar?",6 10,6,True
runtunan,fb84660f0c77f5400b2af0fc447e28a4d5226e970e6a345b3e068bf0b4a32c76,2025-08-24T04:56:49.999794Z,"p <- 5
q <- 9
cetak (q - p)
p <- p * 2
cetak (p)
Apa yang tampil di layar?",,4 10,True
percabangan,b2adf1f8f7ba522b5471ec25992c0a2299f121caec38a31c6f7c2d154e2ecfb2,2025-08-24T04:56:50.245443Z,"m <- 4
n <- 9
IF m = n THEN
cetak (m + n)
Apa yang tampil di layar?",,Tidak ada output,True
runtunan,4898cb3fb91be91b33464cccc0597ab75798de4aa2ef6437137d3cfc6d6c93fa,2025-08-24T04:56:51.683548Z,"r <- 6
s <- 2
t <- r * s
cetak (t)
r <- t / s
cetak (r)
Apa yang tampil di layar?",,12 6,True
runtunan,6375586c1d7078919091924c122d4274878efd8a6379f68a041c6377ac4b9f8c,2025-08-24T04:56:51.914093Z,"bola <- 3
buku <- 7
kertas <- bola + buku
cetak (kertas)
buku <- kertas - bola
cetak (buku)
Apa yang tampil di layar?",,10 7,True
percabangan,5bc87a368736f4352d4165aae3b2eba48c201cd5b9d407c70a72d77606273812,2025-08-24T04:56:51.932283Z,"a <- 22
b <- 17
IF a > b THEN
cetak (a - b)
Apa yang tampil di layar?",,5,True
percabangan,e4956486d041e6ea89fbb300c29c7302bc8376d4a312b63adf5c712a140f0317,2025-08-24T04:56:51.977459Z,"p <- 3
q <- 6
IF p = q THEN {
cetak(p * q)
} ELSE {
cetak(q / p)
}
Apa yang tampil di layar?",Tidak ada output, Tidak ada output,False
runtunan,1794133870a6318463aad217d6086045d45a627de43b7098f13299a591e47a99,2025-08-24T04:56:53.170790Z,"kucing <- 5
anjing <- 3
cetak (kucing + anjing)
kucing <- kucing - anjing
cetak (kucing)
Apa yang tampil di layar?",,8 2,True
percabangan,efe7dd13855bfdebdbdf35748a9b85f3e0d0e54aedd9be0a112cd60acad88854,2025-08-24T04:56:53.735124Z,"m <- 9
n <- 3
IF m - n < 5 THEN {
cetak(m / n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",Tidak ada output, Tidak ada output,False
percabangan,4cc330c959ed7a619a74495cb2b396385bdb4d0fe208cdd1e620538e6353433a,2025-08-24T04:56:53.753309Z,"x <- 7
y <- 7
IF x ≠ y THEN {
cetak(x + y)
} ELSE {
cetak(x * y)
}
Apa yang tampil di layar?",Tidak ada output,14,False
runtunan,55d079e5a74044f4aa3ce292b73bd421436cd74c41491eefd5226680c02ae6ac,2025-08-24T04:56:55.445152Z,"s <- 9
t <- 5
cetak (s)
s <- s / t
cetak (s)
Apa yang tampil di layar?",9 1.8, 9 5,False
percabangan,120178caf3358b3e6e5c68c535d808309dec3fdb21b334feb5ca7efa1c340ed2,2025-08-24T04:56:55.542256Z,"m <- 6
n <- 1
IF m * n = 6 THEN
cetak (m + n)
Apa yang tampil di layar?",,7,True
percabangan,e4956486d041e6ea89fbb300c29c7302bc8376d4a312b63adf5c712a140f0317,2025-08-24T04:56:56.254171Z,"p <- 3
q <- 6
IF p = q THEN {
cetak(p * q)
} ELSE {
cetak(q / p)
}
Apa yang tampil di layar?",Tidak ada output,18,False
runtunan,30d0e323de0d97c6c98eb4eb3776f30e3d53a43f4c0c4dd2f56b0e23f9c72375,2025-08-24T04:56:57.462985Z,"a <- 6
b <- 9
cetak (b - a)
a <- a + 3
cetak (a)
Apa yang tampil di layar?",,3 9,True
percabangan,97e8efe0ac6b14f3e185a1e5740c221a59fd8199916f83d055d7d631a0b99131,2025-08-24T04:56:57.476266Z,"m <- 7
n <- 7
IF m = n THEN
cetak (m * n)
Apa yang tampil di layar?",,49,True
runtunan,f1999471f6627db229599a44ee289c2945156fb0fc78a0d76726336a6442526a,2025-08-24T04:56:59.290031Z,"p <- 4
q <- 6
cetak (q-p)
p <- p+q
cetak (p)
Apa yang tampil di layar?",,2 10,True
percabangan,8fa5642f593855fd7d4df244b7448af0673c473974acd27c4544090850ae6434,2025-08-24T04:56:59.303589Z,"x <- 5
y <- 5
IF x = y THEN
cetak (x * y)
Apa yang tampil di layar?",,25,True
percabangan,8560f7c07e002e603e7325215ab1b8c54f9b621b8ec6a32ae332f9232b26020e,2025-08-24T04:57:00.857279Z,"m <- 7
n <- 2
IF m * n > 10 THEN
cetak(m - n)
ELSE
cetak(m + n)
Apa yang tampil di layar?",,5,True
percabangan,c7a933bdd49c80a50d7a4480f2ecadc6e3cba12c42fd4a21e75faf94bf2fc6dd,2025-08-24T04:57:01.107690Z,"p <- 12
q <- 4
IF p / q > 2 THEN
cetak (p - q)
Apa yang tampil di layar?",,8,True
runtunan,dbb2eb0a642c0446c87d32f94f79a64f53197818c48dfb73e4a7ed9bf9fbc6e0,2025-08-24T04:57:01.120548Z,"m <- 8
n <- 5
cetak (m + n)
m <- m - 3
cetak (m)
Apa yang tampil di layar?",,13 5,True
runtunan,903a18ec31bb7bc4d7658fd237f1f48f91e735c8f2a9212b89475352ddd8829f,2025-08-24T04:57:02.558268Z,"a <- 3
b <- 4
cetak (a)
a <- a + b
cetak (b)
Apa yang tampil di layar?",,3 4,True
percabangan,20bdcc521caacbd9a0d5253e24f025d7c881072e02b35958c4396aad8e3e8ef4,2025-08-24T04:57:02.618702Z,"a <- 2
b <- 5
IF a < b THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",,2 5,True
runtunan,ef93e27790201662991c3bb6377d5f29b062d14c9da8960f4854f7d77fe25b23,2025-08-24T04:57:02.911231Z,"x <- 12
y <- 4
cetak (y)
x <- x/y
cetak (x)
Apa yang tampil di layar?",,4 3,True
percabangan,f1181585585be28d04045bde6d333c1cf4f9e3bc242437d0ca754de7fddc8969,2025-08-24T04:57:03.368161Z,"p <- 3
q <- 1
IF p > q THEN {
cetak (p)
cetak (q)
cetak (p + q)
}
Apa yang tampil di layar?",,3 1 4,True
runtunan,c8025dc54b58d28cafd3a93511c432aa764eb1a3aff3700bf34e1c336f9471c4,2025-08-24T04:57:04.120591Z,"p <- 9
q <- 3
cetak (p / q)
p <- p - q
cetak (p)
Apa yang tampil di layar?",,3 6,True
percabangan,8256fc4d5c7a18b935a0d21f158c102c8d80de491f365313fe643f5f9457adfc,2025-08-24T04:57:04.252434Z,"x <- 8
y <- 3
IF x > y THEN
cetak (x + y)
Apa yang tampil di layar?",,11,True
runtunan,ffc8b655632bb9d5af2817010fa021125f80db3f4aa8ad61418b3ff33040a99f,2025-08-24T04:57:04.646174Z,"x <- 6
y <- 4
cetak (x)
x <- x / 2
cetak (x)
y <- y + x
cetak (y)
Apa yang tampil di layar?",,6 3 7,True
percabangan,b2adf1f8f7ba522b5471ec25992c0a2299f121caec38a31c6f7c2d154e2ecfb2,2025-08-24T04:57:05.284788Z,"m <- 4
n <- 9
IF m = n THEN
cetak (m + n)
Apa yang tampil di layar?",,Tidak ada output,True
runtunan,bf05adb51753c9bdb30a9d71e174a4d09c2def2e6bb76f7c200c2f41eabb333d,2025-08-24T04:57:06.218108Z,"v <- 9
w <- 6
cetak (v - w)
w <- v / w
cetak (w)
Apa yang tampil di layar?",,3 1.5,True
percabangan,bd7b55b14d43f3c8f025a44b17242790c0452b9e6d38f6c612aca8262f3c34bc,2025-08-24T04:57:06.233865Z,"x <- 15
y <- 10
IF x < y THEN
cetak (y)
ELSE
cetak (x - y)
Apa yang tampil di layar?",,5,True
runtunan,4f609cf2f13e31ff80a84977b99537e2c80f319615efdf9570556b098a574bee,2025-08-24T04:57:06.443501Z,"p <- 6
q <- 2
cetak (p-q)
q <- q+3
cetak (q)
Apa yang tampil di layar?",,4 5,True
percabangan,cf09690fd62c505d131546e9acaa245eef77522fc007795e18efad733e1e8f07,2025-08-24T04:57:07.046010Z,"m <- 4
n <- 10
IF m < n THEN
cetak (n / m)
Apa yang tampil di layar?",,2.5,True
percabangan,db62d769f09644d7ae45a541f0ff2fc9909872f7a71f4144c705a272b0e67ab6,2025-08-24T04:57:07.936399Z,"x <- 12
y <- 4
IF x / y > 2 THEN
cetak(x - y)
ELSE
cetak(x + y)
Apa yang tampil di layar?",,8,True
runtunan,7307fbb7cc22ff491066c83fbf183b27df1563017b7b86a4c8686eca57953d46,2025-08-24T04:57:08.469455Z,"a <- 12
b <- 4
cetak (a / b)
a <- a - b
cetak (a)
Apa yang tampil di layar?",,3 8,True
percabangan,73b054b03b76591be0fc600774f7f3b2d880c160a268f84f1b67860e9aa649f8,2025-08-24T04:57:08.531752Z,"a <- 8
b <- 5
IF a + b > 10 THEN {
cetak(a - b)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",,3,True
runtunan,be9a23fbc9aa61976a3356b59844282223c3c48aa8c863f363b7b493319289fa,2025-08-24T04:57:08.894310Z,"komputer <- 9
mouse <- 3
cetak (komputer / mouse)
mouse <- mouse + komputer
cetak (mouse)
Apa yang tampil di layar?",,3 12,True
percabangan,c90684de9b3723f593c385404b3b202742813b777f67760d06a06ba286230a54,2025-08-24T04:57:09.785317Z,"m <- 9
n <- 4
IF m < n THEN
cetak (n)
ELSE
cetak (m)
Apa yang tampil di layar?",,9,True
runtunan,e2d6f5b094bb867e8e9ddbd39e79f817930874b4e9e4e901155f35d70c16bb74,2025-08-24T04:57:10.229687Z,"mobil <- 12
sepeda <- 3
cetak (mobil / sepeda)
sepeda <- sepeda + 6
cetak (sepeda)
Apa yang tampil di layar?",,4 9,True
percabangan,d6ba6137f2e34cfa9e05a0982ce18cf11fe9273e4a2f26b1b686dbe95c3e9226,2025-08-24T04:57:10.247521Z,"a <- 5
b <- 5
IF a = b THEN
cetak(a * b)
ELSE
cetak(a + b)
Apa yang tampil di layar?",,25,True
runtunan,c7775f57e8e6ea5825fbc8b7460a425ae0744a7800af2d681d6735507ea26506,2025-08-24T04:57:11.551061Z,"apel <- 7
jeruk <- 2
cetak (apel / jeruk)
jeruk <- jeruk + 5
cetak (jeruk)
Apa yang tampil di layar?",3.5 7, 7 2,False
percabangan,a160e94046dd09defefa760168ca361fe0b0e1031efed27ac1cee14ea2ce37dc,2025-08-24T04:57:11.644300Z,"m <- 7
n <- 2
IF m / n > 3 THEN {
cetak(m - n)
} ELSE {
cetak(m + n)
}
Apa yang tampil di layar?",5 9,14,False
runtunan,dbb2eb0a642c0446c87d32f94f79a64f53197818c48dfb73e4a7ed9bf9fbc6e0,2025-08-24T04:57:12.296675Z,"m <- 8
n <- 5
cetak (m + n)
m <- m - 3
cetak (m)
Apa yang tampil di layar?",,13 5,True
percabangan,c29a6ccd6d0adf34cb9c3d736e409be1226115cfbd9d3c963fbba8dab061ef70,2025-08-24T04:57:12.783623Z,"m <- 2
n <- 8
IF m < n THEN
cetak (n - m)
Apa yang tampil di layar?",,6,True
runtunan,fe400283e81fff4b2c21bf483b56ed96f8c442172c16d210f82a6d93df2e50ef,2025-08-24T04:57:13.377601Z,"bola <- 5
kotak <- 8
cetak (bola + kotak)
bola <- bola * 2
cetak (bola)
Apa yang tampil di layar?",,13 10,True
percabangan,2c1ecbce1dfcaf12b5321d2de97c8865d1ca1cb0594c096ec8d1515b58703c9b,2025-08-24T04:57:13.510938Z,"m <- 9
n <- 3
IF m / n > 2 THEN {
cetak(m)
}
cetak(n)
Apa yang tampil di layar?",,9 3,True
runtunan,a4cb415186d9ecd0e4aaec704a7f9c45eb3fc4f61617f1b772c2e26e6646b2ce,2025-08-24T04:57:14.493496Z,"k <- 6
l <- 3
cetak (k * l)
k <- k - l
cetak (k)
Apa yang tampil di layar?",,18 3,True
percabangan,f472e11fe4a7ba2a3fdf34d7248bf3c3152567959703fedade9cc30ad9ec8146,2025-08-24T04:57:14.504796Z,"x <- 12
y <- 4
IF x / y = 3 THEN {
cetak (x)
cetak (y)
cetak (x - y)
}
Apa yang tampil di layar?",,12 4 8,True
runtunan,f86afbb1eca84a21aad6448a81e554651e508bbc0b9fec840e473e501bf496d7,2025-08-24T04:57:15.016478Z,"bola <- 6
meja <- 2
cetak (bola)
bola <- bola - meja
cetak (bola)
meja <- bola + meja
cetak (meja)
Apa yang tampil di layar?",,6 4 6,True
percabangan,e5a0bca7feadc07f6fcc85e4192cc8245d718aa888c0a1556c2e887566fc7cd8,2025-08-24T04:57:15.229409Z,"p <- 27
q <- 9
IF p > q THEN
cetak (p / q)
Apa yang tampil di layar?",,3,True
percabangan,92d7c3eaf2efe0593ad2c92e727e034b21b587fd58e539f3667eb030244a4736,2025-08-24T04:57:16.224246Z,"a <- 5
b <- 10
IF a * b > 40 THEN {
cetak(a + b)
} ELSE {
cetak(b - a)
}
Apa yang tampil di layar?",,5,True
runtunan,3d7f6be96ec61ae32ba0c9d42ffaf428ef789aa1618aa035cf41b44669d0e725,2025-08-24T04:57:16.366011Z,"t <- 6
u <- 3
cetak (t + u)
t <- t * 2
cetak (t)
Apa yang tampil di layar?",,9 12,True
runtunan,6375586c1d7078919091924c122d4274878efd8a6379f68a041c6377ac4b9f8c,2025-08-24T04:57:16.845341Z,"bola <- 3
buku <- 7
kertas <- bola + buku
cetak (kertas)
buku <- kertas - bola
cetak (buku)
Apa yang tampil di layar?",,10 7,True
percabangan,c739a6f474b64713d887d123e9aeba12d1c6d980726a37cb2ecdeaf81e73d3ce,2025-08-24T04:57:16.957149Z,"x <- 12
y <- 4
IF x / y = 3 THEN {
cetak(x)
}
cetak(x - y)
Apa yang tampil di layar?",,12 8,True
percabangan,68fd144c0290d070821b85f18137faa5e256df0a254572780006204bac23baa8,2025-08-24T04:57:17.835416Z,"x <- 5
y <- 2
IF x * y > 8 THEN
cetak (x + y)
Apa yang tampil di layar?",,7,True
runtunan,a6272135dcc7a329da63e67d5e2de77458a81f894512bdfdc1b7e961c7354b91,2025-08-24T04:57:18.233567Z,"mobil <- 7
sepeda <- 5
cetak (mobil + sepeda)
mobil <- mobil - sepeda
cetak (mobil)
Apa yang tampil di layar?",,12 2,True
percabangan,21db607d1b2e8c8d12f0c548e5e3e4872f3252cc88512df417fb52ee2c6560db,2025-08-24T04:57:19.572097Z,"x <- 15
y <- 20
IF x > y THEN
cetak (x)
ELSE
cetak (y)
Apa yang tampil di layar?",,20,True
runtunan,fe3c19051dc0627651be479bf33c6ec0ab6edfd5e9d07bde053a9032bd429f69,2025-08-24T04:57:19.811058Z,"mobil <- 6
sepeda <- 2
cetak (mobil / sepeda)
mobil <- mobil + sepeda
cetak (mobil)
Apa yang tampil di layar?",,3 8,True
percabangan,529f9907f3ca23a5f32127a0b96e46e31aa7dc1b4ba7ee1bbf484b5ca2cab1d3,2025-08-24T04:57:19.995167Z,"p <- 10
q <- 6
IF p - q > 3 THEN
cetak (p / q)
Apa yang tampil di layar?",,1.6667,True
runtunan,757af580a89ca84ec6898fb0ef0d198954e224fdabeba94a6b51bc5e5297c7eb,2025-08-24T04:57:20.464655Z,"m <- 9
n <- 3
c <- m/n
cetak (c)
m <- m-n
cetak (m)
Apa yang tampil di layar?",,3 6,True
runtunan,d325fdbdb7c770f0008a6c1e70cbe27030bcb557a76452cc536989b4f1ef3f73,2025-08-24T04:57:21.865297Z,"kursi <- 4
meja <- 8
cetak (kursi + meja)
kursi <- kursi * 2
cetak (kursi)
Apa yang tampil di layar?",,12 8,True
percabangan,ae471af444ec9a8d476705c594cedd0f34133caa86f696de97b08783ff5cdd32,2025-08-24T04:57:21.890186Z,"m <- 10
n <- 4
IF m / n > 2 THEN {
cetak(m + n)
} ELSE {
cetak(m - n)
}
Apa yang tampil di layar?",,14,True
percabangan,227474d240920cbf9c02fdecd37432780c08789eb5e9fa054bafb922264f7d17,2025-08-24T04:57:22.043387Z,"a <- 7
b <- 2
IF a - b > 4 THEN {
cetak (a)
cetak (b)
}
Apa yang tampil di layar?",,7 2,True
runtunan,badef10fc621a2c4d7177f933fc89d48dd8f2a2690d5d0e5e53cbbd3e6ce8951,2025-08-24T04:57:22.189147Z,"s <- 11
t <- 3
cetak (s + t)
s <- s / t
cetak (s)
Apa yang tampil di layar?",,14 3,True
percabangan,eae6106e4abd10ac9d6d96420f78208402590f29b89ac09ef944056401832761,2025-08-24T04:57:23.803494Z,"a <- 9
b <- 3
IF a > b THEN {
cetak (a)
cetak (b)
cetak (a / b)
}
Apa yang tampil di layar?",,9 3 3,True
runtunan,c77ea883ee2582ca8d50b91ca5c32733aed86fc9a23b811d7c0e98e110f3ba91,2025-08-24T04:57:24.034970Z,"piring <- 9
gelas <- 3
cetak (piring / gelas)
gelas <- gelas * 2
cetak (gelas)
Apa yang tampil di layar?",,3 6,True
runtunan,105d3e51f1abdebbf142de16c1ccc61379fb7b39c9950deea31a044e671f6c41,2025-08-24T04:57:24.215184Z,"p <- 9
q <- 2
cetak (p / q)
p <- p + q
cetak (p)
Apa yang tampil di layar?",4.5 11, 4 11,True
percabangan,ddd5597768dcfaee23561ff0909fe95e252a4ae16caa9781165b85f9d483980f,2025-08-24T04:57:24.233829Z,"x <- 12
y <- 4
IF x / y > 2 THEN
cetak (x - y)
Apa yang tampil di layar?",,8,True
percabangan,e3e6339fb6f49087d82538d3d0533a9d746f874cf6397c2fbac18ac1686e3159,2025-08-24T04:57:25.769551Z,"x <- 8
y <- 3
IF x > y THEN {
cetak (x)
cetak (x - y)
}
Apa yang tampil di layar?",,8 5,True
percabangan,f737db9e033161bb952045f16a6e44e9102b50c3de2f018cb8b56716a7007f23,2025-08-24T04:57:25.928562Z,"x <- 3
y <- 3
IF x = y THEN {
cetak (x)
cetak (y)
cetak (x * y)
}
Apa yang tampil di layar?",,3 3 9,True
runtunan,a636171d64cff10563142b25bfeb53183fb5d2758d917b9c2ab20b5a8fdc9c2d,2025-08-24T04:57:25.937411Z,"m <- 9
n <- 2
cetak (m + n)
n <- n * 3
cetak (n)
Apa yang tampil di layar?",,11 6,True
runtunan,0184d4088a430fa53552792da3c5c01705f9ebc5d7bb8d936ef011fe2e31a757,2025-08-24T04:57:25.946835Z,"r <- 6
s <- 3
cetak (r)
cetak (s)
cetak (r * s)
Apa yang tampil di layar?",,6 3 18,True
percabangan,bd7b55b14d43f3c8f025a44b17242790c0452b9e6d38f6c612aca8262f3c34bc,2025-08-24T04:57:27.751202Z,"x <- 15
y <- 10
IF x < y THEN
cetak (y)
ELSE
cetak (x - y)
Apa yang tampil di layar?",,5,True
runtunan,7cbd1aded237b6cdc89e42871798060b4203c7e89fe48da20d3f8b5be2106446,2025-08-24T04:57:27.817239Z,"a <- 15
b <- 5
cetak (a/b)
a <- a-b
cetak (a)
Apa yang tampil di layar?",,3 10,True
percabangan,6e2ef8378a81ea659a3a6cbc1d75485ec305a255ea2a59a45e57df4b4c16e1e4,2025-08-24T04:57:28.091507Z,"a <- 4
b <- 4
IF a = b THEN
cetak (a * b)
Apa yang tampil di layar?",,16,True
runtunan,b23d1ffb5aa12d4856f9c0d4d58f7cc8a8e49ac961570bc0b9b74b16db1347f8,2025-08-24T04:57:28.111516Z,"t <- 4
u <- 9
cetak (t + u)
cetak (t)
Apa yang tampil di layar?",,13 4,True
